Unnamed: 0,Name,Rating,Review
117,,2,"many concessions pricethese excellent noise cancellation comfortable . ’ far positives go.for $  expect . main issues headphones : - robotic voice screams “ quiet ! ” whenever turn noise cancellation.- time takes announce devices connected time power on.- auto feature far tell . ’ turn go bed ’ still wake up.- ps compatibility- xbox compatibility ( even supplied cable ) - app forced download order use them.- click tap amplified noise cancellation enabled . plan wearing plane , every time someone vicinity unlocks seat belt know . forget trying dishes wearing these.- quality music playback sufficient blow away means.these barely outpace $  wyze noise cancelling headphones hoped replace.i consider audio snob $  least impressed , ’ ."
118,,2,"firstly audio quality good good great  pounds bloody expect . given.audio cancellation good dogs , babies wind overcome ish price tag . doubt care much.microphone quality : slap face product seen microphone quality.plainly terrible seen better  pound headset-my anker p better microphone working sent new pair free let keep extra charge case . plainly price quality good served frozen pizzia pizzria . impressed bose pick software update better address issue ( even installed new microphones aware mode n't use argument microphone didnt notice s s ) use ignore annoy office however 's . nice.if could choose would chosen buy qc  cheaper basically exactly bloody . ( source friend qc  compared price better question doubt ) previous generation headset added usb type c port sold full bodied price . say wont taking risk buying new product bose . ile let richer folk me.tldr : buy cheaper version wont miss anything unless hate micro usb . basically ."
119,,2,"box , headphones looked great . small head headphones felt loose , unfortunately ca n't adjusted . product case black despite ordering white smoke headphones , little disappointing , ? bought headphones sound function , long work , worth , right ? headphones sounded okay noise cancelling trick , however good steeped . use discord slack often , bought headphones work game home . one minute group call , audio began distorting gargling . happened call , assume headphones causing , 've never issue past.i mess around settings call lot , avail , would cause audio heard cause hear others call . quit rejoin call multiple times issues eventually fix , end , audio worse first minute call first time joined.as issue battery , never get headphones charge past  % . 've headphones days , 've tried plugging different outlets , closely monitoring , restarting headphones , resetting . matter , headphones never seem charge past  % light never turns green solid white ( always either blinking orange ) .i really looking forward using headphones , 've loved bose products past ( particularly old qc s ) , going try fix issues.but nothing works , might return headphones maybe get sony wh-xms instead . even though expensive , might worth calls audio functions better.i best update headphones fixed ."
120,,2,"gave gift fiancé went abroad . audio music sounds great . problem mic work properly . speaks , first seconds muted . ’ hard communicate . tried checking firmware , different video call platforms , different noise cancellation settings bose app . nothing works . ’ older qc ii mic works fine . ’ something wrong mic qc . ’ return earphones ’ abroad ."
123,,2,"really liked headphones . comfortable thought sound quality good . noise cancelling mediocre ; still hear people talking , coughing , ambient noise even noise cancelling mode . served purpose , died one day middle using . warning , still  % charged . ’ even year , imagine ’ happy . troubleshooting ’ help . getting replacement ’ really thrilled need get replacement ; amount money least lasted one year ."
124,,2,"really need noise cancellation function however `` good '' headset days feature.good sound quality sure , 's bose.the cover-the-ear design gives high quality sound quickly heats ear areas ... really like tho ... updated  weeks usages .... minus one star put  stars found battery life much shorter expected ... n't really like 'sealed ' noise cancelling environment usually turn aware need recharge every day .... need old jbl every two weeks something .... updated  months lightly usage ... well ... really on-going saga ... morning headset died ! could n't turn turned ... recharged ( necessary first thing try , right ? ! ) , . use wired connection , could n't turn bluetooth wireless connection . way chated amazon , passed return period experied  days ago . ( said free  days support useless . n't trust ! ) recommended contact bose ... self-servicing bose website suporting pages ... reset looks 's back normal .... impressive expensive headset world famous manufacture ... hopefully n't need minus another star telling ppl story ... thanks amazon , n't limit review length ... ^_^"
126,,2,"worked great maybe month , suddenly keep cutting music played via bluetooth.they barely play songs , cut much.i would like get refund , n't know go process ."
127,,2,"worked extremely well worked , thus  stars instead . unfortunately , ``  year warranty '' based made buy . 're designed last year , 're made july buy december ( christmas present ) , stop working following september , 're `` warranty '' . way repaired - nerve offer `` replacement '' full price . disposable . buy sony , folks . sony real warranty 're made paper ."
128,,2,high hopes qc owning qcii many years . used qcii paired ipad iphone . worked seamlessly two . hopes dashed audio stream listening qc suddenly went quiet . first thought app generating stream . never issue qcii . flick qc paring slide button connection re-made . minutes longer . sometimes audio loss could hear snap crackle pop like sound silence . reviewing problem online fact find endemic qc . solution offered never pair one device . single pairing option especially process pair convoluted qc . particularly annoyed gave away qcii sigh . returned qc . faith newer bose products shattered - appears endemic . looking another set qcii .
129,,2,"second time bought ( returned first one ) , still bluetooth still dropping static/flickering sounds every -mins still , 's annoying.currently 'm overseas ca n't return amazon ... bud luck !"
131,,2,"lot hope , seeing 're best seller & read alot positive reviews.i connecting headset windows  pc lot issues.firstly connect headphones  device ( e.g . computer & phone app control eq ) drop frequently . 's something deal with.even connected one device lot issues . constant random popping noises cracks . occur random quite common playing/stopping video.i looked website help mention occur 're loud envrionment . using home , bedroom quiet.it 's shame issues aside headphones feel quite comfortable happy sound produce . frequent disconnections & random popping / crackling noise make unsable.overall incredibly disappointed headset . first pair bose headphones certainly last ."
132,,2,"wanted love much , probably try get replacement bose see helps , many issues headset usable . bought mostly use work , connected easily work computer , phone several devices . app phone makes really easy switch back forth among . super comfortable , especially days calls last day.however , weeks got , suddenly terrible feedback squawking right ear , even turning back , still occurred . became thing would times week , even n't wearing . troubleshooting tips support site helpful , said could send new set . n't done yet could take  weeks , figure else work time get new set.and , three months got , started providing sound calls . people could hear , could n't hear thing , sometimes rebooting help . switch computer audio several times , explain clients colleagues way often headset stopped working.if worked flawlessly everything 'm using listen movies phone ipod , would perfect . , cost way much kind frustration ."
133,,2,"great noise cancellation comfortable . good frequency response . however , bluetooth implementation ( coupled ridiculous app ) device deplorable . app supposed allow user switch four separate devices . app frequently hangs allow switch devices devices must shut headphones must re-paired device . frequently , app ca n't even find headphones right next phone . implementation ? certainly n't anyone understands bluetooth standard . five stars noise cancellation . - stars bluetooth implementation ."
134,,2,"bought qc  headphones , highly recommended . however , bose music app wo n't connect phone ( android , google pixel  ) . 've tried everything could find online , every step troubleshooting , even upgraded headphones newest version . nothing changed.i called bose customer service order solve problem sending headphones back . trying troubleshoot connection app n't frustrating enough , customer service bad . first call got dropped soon explained issue . second call  hour half painstaking back forth someone clearly reading checklist barely hearing co-workers laughing talking behind . representative clearly needed training.i expected company like unlikely purchase again.ps waiting new headphones set . update anything changes ."
135,,2,"headphones well canceling noise , kind tight long wear . 've year , n't turn . $  , would recommend . reached help troubleshooting , told turn quickly times ... n't work , told reset , n't way ... disappointing ."
136,,2,headphones great first year . microphone stops wanting pick voice clearly enough others hear .  year warranty $  headphones essentially garbage . get warranty .
137,,2,"headphone cut - secs every  mins , especially connected  devices . basic issue  years already fixed ? hire better engineers please"
139,,2,impressed quality . feels cheap . 'll use since bought 's worth hassle picky . probably spend $ $ next time higher quality product .
140,,2,"option turn noise cancellation.the qc  headphones ( supposed upgrade ) could toggle noise cancelling high , low , . headphones `` aware '' `` quiet '' . `` quiet '' high , `` aware '' new mode cool , low modes missing . modes used often qc  headphones since otherwise , rubbing external microphones makes loud sound ear . headphones , unavoidable since happens modes . ca n't listen audio using headphones , one two modes , significantly mess sound . borderline unusable , since wear headphones significant portion time noise cancelling uncomfortable ."
141,,2,"bought headset month ago returning . used couple times disappointment n't sound well . little customization almost bass . even turned + could almost never hear . mention ca n't mix music highs lows . audio quality overall pretty poor noise cancelling n't really work great . even standing ft people still hear little quieter . case okay provides almost cushion headset might get banged bit . $  headset , really hoping headset would blow world guess n't case one ."
142,,2,"got wanted new headphone beats broke . everything works fine expect mic n't work one hear teams , slack iphone . 's weird since testing mic recording voice weirdly works . call one hear mic n't work . unfortunate since exited receive looking reviews online would 've loved work job since worked fine listen music . returning ."
143,,2,"short , worse qc 's every way . perhaps qc reviews  stars got better headphones quality control . perhaps reviewers never tried qc 's . regardless , sound quality pair received noticeably worse  year old pair qc's.the entire mid range sounds quite muffled , almost sounding like listening talk tube playground . bass slightly distorted , though really quantifiable way . best way describe `` slightly crunchy '' . nothing horrible , fine compared happened mids.the build quality fine , feels like less material used compared qc 's bad way . also feels comfy head.the noise cancelling first seems like better qc 's , upon first hour use noticed flicking button keys caused qc 's noise cancelling `` cap '' make really irritating noise . reviewers seem similar issue wind , ca n't confirm.i tried use bose software fix issues . updated headphones firmware tried playing around bose equalizer fix sound issues . much changed however , eventually return pair . perhaps pair damaged way quality control way ?"
144,,2,"great bose headphones years ago “ disappeared ” hoping find quality sound . probably healthy say wanted loud strong sound , kind hum ’ hear ( makes sense ) . definitely ’ vibe . comfortable felt like keep readjusting headset hopes better quality sound . never happened . struggling quality vs price ."
145,,2,"update : gave headphones another shot , still n't like buttons . pain ears seeming subside guess ears needed get used . 've trying `` pop '' ears wearing get ears used normal level wearing quiet mode.the quality headphones seems fine durable , buttons weird location hard find bit . three buttons n't feel much different terms height easy pick wrong one . buttons also n't put volume quickly , press one time lower increase volume instead quick succession.within minutes putting headphones getting set insides ears began throb  minutes , raging headache . volume extremely low . 'm someone ca n't deal loud noises got help lose mind certain places n't seem good fit . 'm sure everyone would debilitating pain , no-go . might due noise canceling decently good ears feel like 're going burst 'll trying cheaper options see fix . get sale even $  , n't seem worth end day ."
146,,2,"keep giving bose chance , last straw . connectors fail speakers bose quietcomfort  refusing turn anymore think bose build quality done . yes sound great , could n't use macbook work since microphone kept cutting .  months old light says 's charged , wo n't turn . bose says 's warranty 'm stuck worthless headphones ."
148,,2,". stars n't good previous model.the bad : top head band isnt comfortable thinner leather instead suede liningunable able listen audio charging unlike ii model.makes weird loud noise lay put pressure ear cups.pros - sound great , noise cancellation better , lighter slightly pressure top headended return ."
149,,2,battery charges white led appears otherwise silence noise cancellation . short lifetime high volume consumer equipment . may statistical deviation  % waste $  : (
150,,2,"several pair previous model : bose quietcomfort  , good noise cancellation . best , could wear hours hours hours , yet never causes sore spot head ears.unfortunately , quietcomfort  * * cause sore spots stiffer ear cushions touch head . stopped wearing mine sell them.quietcomfort  step backward . 're worth premium price.i wear air pods pro v ."
151,,2,"bought december . august  earpads split foam spilling battery life less half originally purchased . noise cancelling good far , strong sony noise cancelling headphones . given old sony whxms held three years issues , 've deeply disappointed bose advising people stay away ."
152,,2,"'ve owned q couple years decided upgrade . besides usb c port q better.i used able listen audiobooks taking walks headphones . wind pick hear listening . would fine could turn active noise cancelling , options either wind noise aware makes even loader.they also amplify high pitch noise hurts ears drop metal utensils something similar.the old version could change low noise canceling n't pick wind allowed turn off.they n't taking away features newer version ."
153,,2,broke within year bose claims warranty despite  year warranty claim
154,,2,"return . 've owned qc ii  years loved , needed replacement . thought would upgrade , n't . eq really messed , tried recommended settings , 's still tin quality sound , voices muddled . microphone unusable . work home office interference would a/c hall , mic quiet sound pick incredibly staticky . 'm disappointed something costs much little quality , downgrade product came years ago ?"
158,,2,"headphones good lasted , died within  months . bose customer service unhelpful trying get headphones serviced warranty ."
159,,2,"anc mid . sony linkbuds wireless earbuds cheaper , sound better , way better anc ( active noise cancelation ) surprising bose specializes anc . sound cuts glitches often need reconnect close whatever 're watching/listening fix glitchy sound . worth price . almost options well customize app care . n't dislike headphones , pleasant enough use , would never payed much knew beforehand well worked ."
161,,2,"wanting pair bose noise-cancelling headphones quite time . super excited finally got , let plugging . noise cancelling excellent , every minutes audio cuts half-full second . 's annoying . going bose website , tried literally suggestions offered , avail . sadly , ended returning refund ."
163,,2,"context : sony wh-xm use main headphones home . bought bose qc work ( mostly calls ) paired phone work laptop.pros : sound decent though first feeling absolutely flat non-informative comparing sony . got used it.noise cancellation great , probably better sony.cons : software . equalizer . reserved bose nc also bought eventually returned , 's different story.the mobile app looking promising first comparison sony 's ended complete disappointment . every time open app takes time looking headphones even already connected phone play music . would one open app anyway considering equalizer ? well , 's main disappointment : headphones constantly stop playing music phone connected laptop . looks really odd : music playing minute two suddenly fades away sound . phone stop playing headphones remain connected phone . music playing laptop moment.so whenever want listen music phone go app manually disconnect laptop . wait stupid app find headphones first.these headphones overpriced garbage produced force buy expensive nc also suck ."
164,,2,"several bluetooth headphones price range cheaper ones , least favorite . 's actually understatement . really hate device many ways . ear design n't comfortable name suggests . partner find painful wearing . fight sony wh-xm.sound quality way inferior sony wh-xm . would say  bose vs  sony terms sound quality . also compare cheaper anker soundcore q better sound qc . would rate anker q  vs  bose . also owned sennheiser momentum  also great sound quality.besides comfort issue , frustrating hated issue pairing . pair device wo n't pair another device first device us nearby . force headset discovery . hut pair , play sound first device . n't would still play sound first device only.bottom line , n't get sucker marketing hype . better headphones one ."
165,,2,"good noise cancelling disappointed mic . people keep complaining hear , mic picks external noise . wish could return , missed window : ("
166,,2,"really disappointed supposedly top market noise cancelling headset . 've several people tell ca n't hear phone calls , forget slightest breeze , hear wind . also seems amplify passing cars , people tell 's hear.however , switch ( - years old ? ) bose ( ca n't remember qc model , first one bluetooth ) hear fine . conspiracy side thinks noise algorithms dumbed legal reasons people n't get hit cars . ca n't believe noise cancelling technology actually gotten worse years ."
168,,2,"love old wired bose noise cancelling headset wanted get bluetooth version . excited `` prime days '' price , ordered qc arrived yesterday . however , immediately started cutting . briefly , cutting nonetheless . tried various steps bose recommend : checked firmware update . cleared list bluetooth sources headset . completed factory reset . removed headset bose music app . nothing worked . wife connect phone cut , me.maybe 'd get used cutting , spent serious money headsets n't think settle . 'm returning . really wanted headset disappointed ! wife ordered bose  arrives today . works 'll order . 'll look elsewhere.update : bought bose  headphones love . cutting stuttering . cost little ( amazon white model , best buy matched price ) cool features missing qc work !"
170,,2,"qc  years , decided upgrade . upgrade- certainly worth price tag . microphone terrible headphones 're overall disappointment.pros : 's wireless , wired option.cons : ca n't use noise canceling 've connected wire ( vs. bluetooth ) , ca n't used all/for wired battery dead , ca n't used phone calls since microphone awful.stay away spending money model . 're better putting money earlier model different brand altogether ."
171,,2,"really unhappy headphones.you turn active noise canceling aware mode switch . result choice , windy day br able use headphones due incredible amount noise given wind.still update announced company solve lack ."
175,,2,"headphones fine , complete lack instructions connect device without bose app incredibly frustrating . n't want deal annoying requests collect data , look privacy policies device even need internet connectivity first place . let connect things . course due lack instructions figured already app , knows data already got deleted . look brands next purchase , hopefully less pushy getting customer data ."
176,,2,return product faulty . kept cutting
179,,2,"bose support , painful hour chat , made worse defective dictation function bose music app , told return headphone work properly . true . cancel noise , contacted . one non-performing headset mean bad . however , printed material included box helpful , link listed work . six self-congratulating videos amazon site helpful way , notably setting set . youtube video eventually found showed operate , put set heard music radio clearly loudly headset contacted chat learned , wasting day bose one way another , purchased lemon . bose would replaced filled forms iphone done . bose lost credibility ."
180,,2,"thought 'd upgrade sony wh-cn sale . unfortunately skip constantly streaming browser connection issues newer windows  laptop . n't happen sony 's . also battery life , even noise cancelation , pretty poor . also n't automatically disconnect connected something . manually turn , forget overnight , go use morning 're dead . expensive backup sonys ."
181,,2,tweaks eq app sound awesome . complaints quality department . expencive engineers designing two modes . hear everything around hear nothing pressure ears sound cancelation . middle ground . turn muffled sounds get . ca n't play music . turning aware mode hear everything around wearing . music playing back ground . noise cancelation pressure ears block everything 's bad feed back loud noises wind . 'm really fan using gym . deffinitly would use run . quite settings great aware mode . quite mode great loud music . bose engineers could better ..
182,,2,"problems product someone owned beats studios years . ive headphones  months . music skips usage headphones . battery life horrendous . user friendly button locationpros : sound quality good , music starts skip beats . headphones stylish . besides recommend . 'm stuck , till save another headset ."
183,,2,"bose qc : negative quality far headset received worthless phone calls teams zoom meetings . people end indicate voice keeps cutting n't problem , much less expensive , bluetooth ear buds.several good qualities : headset comfortable , even large ears . sound quality good enough 're audiophile , 'll likely think perfect.the required bose music app uses low energy ( le ) version bluetooth , time need disable noise cancelling enable awareness mode , re-enable noise cancelling , need enable location phone versoin bluetooth requires location turned . immediately close app turn location back though.battery life seems outstanding . n't tested way end charge able use several hours one day battery still  % end day ."
184,,2,"ordered thinking bose must one higher quality headphone . using day left ear piece started screeching ear . head phones comfortable well built , want damage ears ."
186,,2,"extremely bad clamping force , planning move wearing ( even walking ) , opt another brand/model"
187,,2,"come perfection qcii bit disappointment . everything fine really , two things would make reconsider potentially send back . noise cancelling ca n't turned makes unwearable outside wind . issue intermittent crackling noise unpleasant . heard problems ordering hoped overblown ."
188,,2,"enjoy slight bass n't get .  minutes wearing literally could n't listen anymore flat sound . saying im looking extreme skull candy vibrating bass effect 's completely nonexistent . listen orchestra something bass get . wan na train hard gym n't get . tried adjusting eq made sound boxier . eq scam , would need eq already professionally equalized song producer $ k - $ k budget already finished . avid bose fan  experience beyond subpar price ."
191,,2,". device supports multiple connections , seems work whenever sound one device occurs , shuts . keeping phone computer connected actually n't work well . computer audio cut hear 'ding ' notification phone really unpleasant . assumed hoped would play sounds . also tries pause things computer happens . trying clever good rather playing sounds like sitting listening speakers room. . bose music app * demands * location permission connect update firmware . really intrusive honestly none bose 's business . nothing working pair headphones . excuse gives 'find headphones ' feature n't even see app , n't need want anyhow ... really flimsy . n't understand consider gross intrusions access normal . really basically spyware headphones need physical location get firmware update ."
194,,2,"dislike product could connect phone via bluetooth . followed instructions , pushed button bluetooth . blue light . audio announcement ready connect . device seen red light , seen amber light , seen white light , never seen blue light . tried pairing settings phone , new pixel a . phone detected devices n't know , detect headphones . suppose get wire , like cave men . would suggest anyone paying couple hundred dollars set headphones try reliable manufacturer ."
195,,2,"listen music day work drown noise get work done since management believe doors . use sound cancellation enable keep volume low level keep ears healthy . perhaps may sound better higher levels high end seems powering low levels . hoped bose eq seem sleeping days . sent phones back tried older qc 's .  's sound exactly like qc 's qc 's still use . n't care try  series bose phones due many complaints comfort . wear day happy current design . really wish bose eq models , especially going mess sound . competition heating seem slipping ."
196,,2,"bought headset replacement wired headset work.the sound quality noise cancellation great , major drawbacks connecting bluetooth phone app.it clunky , unresponsive , sometime disconnects laptop altogether ."
199,,2,"multiple times calls headphones produced significant static turn turn back get rid static . really annoying trying using talking people.i ’ also multiple times ’ turn get wall charger go reset process get working again.these provide superior noise cancellation previous generation bose headphones , cost reliability . qc ’ , use cases circumstances , ’ reliability issues ."
200,Patel Neer,3,"speakee noise cancellation : happy speaker 's noise cancellation.microphone noise cancellation : really really bad . please look video . see headphones considering voice noise stops heard side . shout get heard . specifically bought headphones work office attend calls . may received faulty headphones.i n't know going return ask replacement.battery life : comment , never fully charged headphones planning return . never tested full battery.sound quality : good music . soul soothing experience.durability : comment n't used long term.ease use : definitely easy use.appearance : good , u like round cut ."
201,Anita Gupta,3,"first impressions : - comfortable good noise cancellation , 's pay . feel tight 'm sure relax weeks usage- sound good clear , much bass compared sony xm- mic quality good- lot disturbance wind , aware mode gets loud , even noise cancellation block compared competitors- buttons easy use , may skip inputs rare occasions- battery good , drained  % .- hours use , less competitors- in-built voice assistant , using one mobile ( convenient ) - limited features compared sony xm- feels cheap premium payoverall , great product bit expensive get . priced k rupees. month update : - comfort still similar , bent slightly fit head well , nevertheless feels good- wind noise ruin listening experience , indoor headphone- noticed static crackling-like noise listening music , annoying listening slow song , frequent . try running 'headphone test ' online checks sound quality different frequencies . unfortunately , headphone fare well could hear white noise frequencies . ( soundcore headphones pass ) - battery life good compared sony soundcore headphones . might need charge every dayi suggest wait something new bose try soundcore headphones"
202,Varun,3,"connected  devices ( mobile + laptop ) playing music one , music keeps cutting . pause play reoccur secs . happens lot bluetooth devices around , epsecially offices . n't happen frequently home.i 'm disappointed qc 's multipoint connectivity . old soundsport wireless better jabra t great this.apart issue , good value . bought  headphones sale.pros : -- -- -- lightcomfytactile buttons instead touch inputcons : -- -- -- flaky multipoint connectivitycheap build , flimsy casebattery lifemic qualitynote : 've used wireless audio devices previously ( sony xm , bose soundsport wirelss , jabra elite t active , airpods )"
203,Aniruddha Basu,3,"n't know mine , everyone 's qc anc poor even compared ii , n't know even someone talking beside hear his/her voice anc , qc  hardly could hear anything even someone screaming near . literally hear everything , wind noise , honking , dog 's barking , even someone watching youtube beside . totally disappointed anc . volume song wireless mode literally half , compared wired mode listening song"
204,Vimal Kumar,3,"uncomfortable wear long periods , heavy . rarely disconnects refuses connect even restart.i bought amazon prime sale , think made mistake . gone sony wh-xm"
205,Amazon Customer,3,decent product sound bass supposed better headphones . expecting bose
206,Jagdeep Saharan,3,bose bluetooth best every respect bass less : smiling_face : :smiling_face : :ok_hand : :ok_hand :
207,,3,"pair bose qc s several years , loved . build quality felt good , comfortable wear , sound great , amazing noise cancellation , occasional bluetooth issues . unfortunately , like good things , time came end headband snapped years near-daily use.so thought 'd play safe get successor headphones loved much . weeks , ca n't say 'm impressed . apart overall noise cancellation , 'm struggling think anything qcs better . objectively 're still pretty good , feel like downgrade.the frame feel cheaper , plasticy . sound quality mediocre , noticeable distortions anything medium volume . battery life feels shorter , helped unable use headphones without anc . 're stuck either `` quiet '' `` aware '' mode.the bluetooth issues 've really annoying . connected multiple devices , headphones stutter every minutes , disconnect one devices , involves going ( rather mediocre ) bose music app . problem bose firmware general , feels pronounced model.as mentioned , anc pretty good . whole , 're comfortable , sound quality good enough n't distorted higher volumes stuttering due bt issues.overall , struggle see getting another pair bose headphones ones , definitely n't think 'll get many good years s . 'd shop around bit committing qc s ."
209,,3,"used wired headphones , use . mm jack instead usual . mm . annoying . good quality .-. cables easy enough find , .-. . supplied cable short feels flimsy.there 's annoying jingle recorded message setting headphones mobile phone app plays every time turn noise cancelling . requiring app `` setup '' pair headphones mad - possibly set up.nicely built , good sound quality , good noise cancelling . implement basic features expect headphones - plugging ipod playing music - badly ."
210,,3,"bose 's anc good expected . experience anc limited , cheaper headphones past . lost anker qs , though buy decent ones time since n't amazing job removing noise tube . went bose assuming would substantially better , not.the anc ( maybe ) somewhat better , london commuter , remove tube noise unless currently use relatively quiet line like district . really noisy lines like central , northern , even louder regular trains general , reduce noise , opinion , much better sub £ anc headphones - say 'll still hear - % 's going . 're paying basically brand , expected bose 's anc tech way better . tested flight ca n't really say good flying office noise trains meh , better nothing worth £ . find sale 'd pay £ . tried friend 's sony 's crowded bar seemed much better going return try sony ones.apart anc disappointing , build quality imo similarly poor , anker 's much better build quality . plastic seems cheap ( guess contributes light still ) logo printed opposed inset ( see getting scratched easily unless baby , n't nc headphones meant workhorse toy ) . bose seem reduced bom much could , n't feel premium me.on good side , button placement excellent bose 's toggle really well placed , ergonomics way better old ankers . though , compared similarly priced sonys , n't sensor pauses take . connect multiple devices , experience so-so . keep  second connection drops phone - intermittently ( happen - times one trip , happen  week ) , £ 'd expect issue . know sounds like nit-picking proudly say apple mfi certified , however connect phone say , connected iphone one two ( instead  ) .i n't opinion sound quality 'm audiophile , sound good n't know 'm looking ... also come app , never used pairing ... guess overall review fine overpriced . little polish gone n't think 've improved anything years apart switching usb-c charging . hopefully sony 's better ."
211,,3,"would tag commuter headset.this second anc headset . previously sennheiser adapt epos , wanted better anc . sure got looking . anc aggressive , low level blocks lot noise also muffles speech . almost got feeling blocking noise number one priority designing headset . brilliant want drift away noisy environment like airport , bus , cafe noisy office . see commuter 's favorite choice . roses , listening quiet music quiet environments hear slight static hiss , always present turning anc option ( big downside imo , bose could easily fix firmware update , n't seem care unfortunately ) .what notice though high sensitivity wind price point rather average mic quality . want uncompromising quality fronts go sony mx , got headset sale  almost half price mx . rather unfair comparison here.pros : one best ancsvery comfortable wear.lightweight , bad battery life , especially regarding overall weight.fast charging.i personally like old fashioned button controls.cons : anc always , slight static hiss ( tried two headsets ) bottom line : expensive headset less compromised functionality . bose clearly decided prioritize anc portability . created fantastic headset people move reasonable price . make lot ca want better sound quality compromising anc performance reach deeper pocket go sony mx . sound quality , listen music time rather quiet environment want anc help block things like computer fan look elsewhere , better options , move , spend lot time cafe want focus work also n't want spend arm leg headset choice.edit - downgrade  stars : reasons: . ) half second sound interruptions every -s along scratching sound . happens device past connected multiple devices . way able solve remove devices pair one want listen . though , temporary fix . connect two devices happen again. . ) happens browser app , sure problem , auto-off turned , shut headphones period . happen phone though. . ) battery life n't seem h . like h.i would bothered reasons   , reasons .  renders headphones almost unusable often switch sound source phone laptop uncommon.i also would downgrade  weeks usage appreciate comfortable headphones ."
213,,3,"got speakers use exercising ear buds would never stick around ears without falling out.overall , headphones extremely comfortable , great quality sound noise cancelling feature excellent.the one issue randomly , audio becomes poor quality/scratchy , completely disappears headphones turned back . reset takes less minute , 's enough pain noticeable interruption whatever 'm working . look device 's connected says 's still connected , audio still playing , audio coming headphones . happens 'm sitting still working desk , exercise.would love give five stars , occasional glitches must taken account ."
214,,3,"bose fan -- solid true , since late  's babysat family one bose undermount stereos kitchen . amazing sound ! hooked ! fast forward --  years later thousands dollars plethora bose products purchased years , given gifts .... sorely disappointed shelled $  april  purchase quiet comfort ii instead received quite comfort . ok - accepted -- liked could pair two devices . moved . august   short months later headphones `` died '' - wont charge , wont ' work - nothing . understand , director operations company - say use headphones less   hours day exaggerating ! desperate get working - troubleshot , contacted bose - zero response zero assistance . contacted amazon - also , zero response . could wait - needed new set `` '' like `` yesterday '' work . ordered another pair - shelled another $  bucks get new pair - came overnight - working well . , really expected bose - crazy spend much money receive zero support ? zero option return ? zero option repair ? pray bose smart sound bar  literally purchased ( elsewhere due response bose amazon ) hooked living room disappoint -- ( yes another $  bose ) pray new headphones last . bose -- loyal customers deserve ! three stars simply standing behind products , ?"
215,,3,"third pair bose wireless headphones . also qc , qc ii , qc.if believe , three still work . certainly testament quality product line . use one outside work , one travel bag , one ’ leave desk.pros : - quietcomfort line still best looking , comfortable headphones ’ tried.- bluetooth excellent . connects two devices works.- even better noise cancellation qcs opinion , cost battery life . ( adjust nc level app ) - extremely comfortable pads . replaceable , done twice two pairs . easy pick replacements amazon . last - years everyday use.cons : - two different apps . whatever reason , bose decided keep “ bose connect ” control older models introduced “ bose music ” control qcs . ? ? thing want use app firmware updates , settings , maybe want stream two pairs . , need two logins , two apps , etc.- sound quality . actually thought qc ii ’ best sound quality . feel like lost mids highs expense noise cancellation bass response.- voice announcements . whenever plug desktop via . .mm cord take call , takes - seconds announce bluetooth announces devices disconnected sequence . really dumb , ’ hear anything time . also prefer turn voice prompts entirely lets know battery level turn on.- volume override plugged . one extremely annoying . plug headphones jack , overrides system volume  % need use headphones turn . ’ found setting turn . come bose , practice good ux instead deciding user , give option app “ features ” .- button mapping . pressing middle button take incoming call longer works . pressing left smart button plugged changes headphone “ quiet ” ( noise cancelling ) “ aware ” ( nc ) . , ’ find setting change app . lot new mappings ’ intuitive qc ii.things note : - usb c charging . might good thing bad thing . understand would want make move . keep mind charger matters . ’ found charge controller negotiate higher voltage bigger bricks significantly cut charge time.- ’ use alexa/google assistant ’ speak efficacy.- make sound turned reminds thx trademark.overall , many things qc ’ make frustrating . took excellent product tried add features expense great experience intuitive product worked . qc , find thinking limitations ’ vs turning using without think it.tl ; dr - skip pick qc ii ’ sale . excellent still ones use primarily ."
217,,3,fine ’ mind ’ lastsolid performance they… stopped working ! still charge fine blue tooth gone ’ listen anythingexpected  years price brand
218,,3,"pair s absolutely amazing . usually issue fitting securely head s , never issue figured s would . however , shortcomings s never s- noise cancelling subpar best , even comparing similar headphones market comparing s— awful . wear s powered noise cancellation provides allows focus sound . s , hear everything- material use cushioned s comfortable s ’ still goodmaybe got phony product since many seem praise s… wonder tried s would still reviews"
220,,3,"bought qc replacement qc mark  model . initially disappointed , bose cut corners regard build quality finish , original qc headphones felt premium compared qc . however use primarily noise cancellation , good . time owned bose added basic eq app sound adjusted . however , model received started develop bluetooth connection issues stopped connecting devices . grateful amazon efficiently handling return refund ."
221,,3,"thought sold comparing sony xms . however , felt like forcing like . honestly felt instrumental songs powered vocals . like listening music full volume sounded little harsh loud . clamp force ’ enough sliding & laying bed . felt limited customization . say much sleeker & traditional look feels bit cheap . returning ."
222,,3,"'m torn product . 's comfortable compact sound nice crisp loud , couple drawbacks: ) interferes air conditioner ! phone , instead blocking sound ac , actually pipes hissing sound . happens phone calls , listening music computer . really sucks , one reasons bought could talk phone window unit ac on. ) says connected two devices , 's sort true . 's connected two devices , constant brief audio interruptions , pretty much defeats purpose buying $  headphones.i think pretty serious problems , considering price . n't decided whether return ."
223,,3,"pair bose  , looking upgrade  's , great sale.did side side comparison . observations : build ,  's great build , like 's.anc - disappointed ,  's much better  's . tried several environments.music - definitely  's , plus still wired option.i still think  's good , could get past anc comparison ."
